,r,b,tau,kk,__lnsigma
19978,2.376699592708875e-11,131.2284990898736,32.2003757376753,-1.1715987034858274e-12,-4.952355166923326
17773,1.9986062464078763e-11,154.8536441768483,30.97269948650545,-1.0704730888499016e-12,-4.850458137040168
21818,2.469890469871077e-11,108.34236919895324,30.029776449503462,-1.2238062067796444e-12,-4.9749076848947755
28371,2.7911633626664274e-11,95.62587310440993,30.678056439881523,-1.2202792920332288e-12,-5.013427202794118
20575,2.6075884372165596e-11,102.50767637175448,30.313774749236416,-1.2546989267263674e-12,-4.997369327182058
17748,2.3368597778850976e-11,124.64211464817524,31.274704100732528,-1.0992635260567967e-12,-4.858095333769915
16061,1.938560476286034e-11,148.10739970295893,30.027869822523684,-9.9846782954321e-13,-4.923899494248226
27745,1.9749198835096126e-11,149.13260534685705,30.509251851635202,-9.976876021486594e-13,-4.850032360725894
25889,1.9952358476626494e-11,141.4153998753778,30.39565412435087,-9.664482004175886e-13,-4.966650216570616
23684,2.1659377481636705e-11,122.3992607676419,30.145860407499242,-1.025046515160459e-12,-4.755783526902467
25022,2.197789172957048e-11,169.56526066211248,33.77415757584973,-1.202692072539171e-12,-4.841636248233435
24950,2.5288869894307864e-11,101.73807637080508,30.091447774102633,-1.1135359463048198e-12,-4.828439321591593
15024,1.9753085572944726e-11,148.43370947508177,30.860951981997292,-9.629540582482632e-13,-4.796248667399657
19624,1.8392329588731084e-11,181.3368342382354,31.835712574691637,-9.91994106052289e-13,-4.859945837296899
16344,2.0899121183934208e-11,149.94615049467762,31.634474820539268,-1.0706200749542987e-12,-4.872263517166893
21480,1.908145262559544e-11,155.38608574725075,30.44113488703724,-9.987782157378023e-13,-4.8612111104617
18614,2.0786823176174996e-11,150.04782453228663,32.02347935751394,-1.0552982748348956e-12,-4.845223111287325
15674,1.8883252909727677e-11,169.65968328331797,31.565594442870008,-9.855700339971957e-13,-4.940453179404091
21765,2.1195986577054454e-11,132.63394403629366,30.329288217004933,-1.038155828056646e-12,-5.040447350833641
15492,2.2712446307741456e-11,122.92570633139557,30.311369607187512,-1.1082743907795508e-12,-4.942555333537797
18451,2.4528005637208203e-11,126.25080302720522,31.530672252072094,-1.2450055867663258e-12,-4.77923293367172
22247,2.721348911915918e-11,101.07905720312561,31.48811618528885,-1.2055997828942255e-12,-4.753707365432312
25147,2.14024193551837e-11,130.31501194095375,30.18222847478578,-1.043191137328846e-12,-4.942958736494048
28135,2.2106124487021317e-11,125.58997889540791,30.167093146635466,-1.1085823051442637e-12,-4.943170089512556
22651,2.0518905353714358e-11,141.06485348930357,30.680530480704927,-9.753724023343654e-13,-4.867947413380998
17075,1.9713346936568213e-11,173.20692957845745,32.61233770750731,-1.0691181374694922e-12,-4.753368494365899
26025,1.8250632974984768e-11,168.88325060277865,30.485506013618217,-9.886046572340732e-13,-4.9578920499973425
19838,2.6120502139625514e-11,111.7413074869567,31.581816025603967,-1.3038045080323286e-12,-4.834408388340898
24370,2.3182936149327894e-11,117.66914274728103,30.084354155658275,-1.1336859341951718e-12,-4.842394397392772
18978,2.2226821777267727e-11,121.03873819964726,30.18137400060975,-1.0246404374671436e-12,-4.88251173276613
24446,1.951125923318909e-11,164.48608168351024,31.344734920460553,-1.0242596319165441e-12,-4.939198787855085
17656,2.0574340185981542e-11,143.26956642774084,30.33655865238634,-1.061683164440343e-12,-4.9113252269542675
17772,2.5624058974712916e-11,114.63444286796192,31.685385257911868,-1.2513569856180493e-12,-5.009227546561551
23791,2.127628218870412e-11,128.57496553888106,30.026267715741145,-9.504505832818122e-13,-4.707885491485668
21411,2.5530644044820728e-11,116.51245149440973,31.851327549649554,-1.2205724627335759e-12,-4.990243458566538
21534,2.313769006361294e-11,124.88214326277607,31.157436334455596,-1.1285780582181423e-12,-4.787826663186734
24054,2.3417539356046792e-11,125.07295387329319,31.455921708896476,-1.1424287164408196e-12,-5.006705283086236
25866,2.3621467937552038e-11,128.6546986481348,31.60633997883781,-1.1610012990478793e-12,-5.127916829524055
27284,2.453209160752743e-11,121.21885009596367,31.741127704157947,-1.2135126602352535e-12,-4.846331112243974
19656,2.3062465981832026e-11,125.86777977068769,31.04565224990889,-1.1373311743960501e-12,-4.888369862669712
22441,1.880763952028896e-11,160.09498113548733,31.09951295123997,-9.487891032396148e-13,-4.860466671622952
27270,1.9659828774169797e-11,148.20936062793513,30.14905358688832,-1.018724203349516e-12,-4.954819944899755
25613,2.1120928894222173e-11,141.32349701195767,31.00894711224638,-1.0692598114009146e-12,-5.11059410435447
26688,2.3451388142731088e-11,121.13692201913197,30.817033079222863,-1.1440187581112833e-12,-4.977500524213154
24163,2.5534914897220474e-11,125.35188088915852,32.97570739509305,-1.280261136167676e-12,-4.975086218950551
26543,2.0981120354966312e-11,140.1902058319542,31.115105805935716,-1.0236803536915465e-12,-4.869511620712059
16282,2.4980493787988402e-11,113.50845031126795,31.279944463263043,-1.2189722176949989e-12,-4.778273144306012
22695,2.1979970797268763e-11,143.7069788527531,32.298706446197166,-1.105114266887886e-12,-5.002904423789427
26900,1.987111826618561e-11,149.34151953144203,30.6557813777745,-1.012198455101838e-12,-4.968305281309436
26996,2.384509838893855e-11,119.36277093054383,30.629426356823434,-1.1436419300342726e-12,-4.826687644841318
24559,2.2288523568238997e-11,134.13099035241635,30.87051240924095,-1.15916400096238e-12,-4.943549097052492
16341,2.3778578556193886e-11,122.34944000227723,31.341934563673775,-1.1388467408195809e-12,-4.843437395478077
20106,2.3492113483271807e-11,122.82959686379866,31.055658548633147,-1.1138380007122674e-12,-4.9204421612579745
19901,2.0101380930829467e-11,143.31922675522665,30.199489694958324,-9.963219408893488e-13,-4.901904207466315
16456,1.823824484800918e-11,161.49795295654076,30.590830162823448,-9.319973472760338e-13,-4.92673782384174
26527,2.2851890794199473e-11,125.40237771330256,30.775123245153747,-1.105063315002712e-12,-4.96843052120058
23911,1.8490298664059264e-11,161.54418332990636,30.44768786992921,-9.334364733307171e-13,-4.770836200480959
25754,1.8320649666994435e-11,158.16111931477522,30.431757366113615,-9.139763750847273e-13,-4.889251981969483
23954,2.3323600116284088e-11,128.61193677682851,31.320190752061215,-1.1698182728586216e-12,-4.887408201642963
19804,2.422744340588687e-11,112.99176528557706,30.158263398787224,-1.1948724929812186e-12,-4.889576616070057
24258,1.9538119863546213e-11,143.74745114527286,30.037636946105977,-9.770472332578694e-13,-4.869344892536036
15666,2.442822841865943e-11,107.51683316611235,30.221926615482975,-1.1588438056048921e-12,-4.885890892333534
15564,2.093216569008172e-11,137.43248089086333,30.698422783550576,-1.033459898227995e-12,-4.825232096705853
21717,2.691646284622385e-11,96.59215375070474,30.37059265809551,-1.1692990587468725e-12,-4.893591749467386
20052,2.6447886584077718e-11,104.77405018915773,30.381946774070485,-1.3133091745386739e-12,-4.984555451840773
