,ki,kb,__lnsigma
0,1.1522229770381462,-0.8986251167764857,-6.30248380077893
1,1.140151595946457,-1.2681445170539996,-6.368527393433676
2,1.138057053031627,-1.39898020796554,-6.332443028793117
3,1.112966657890799,-1.2005292524142508,-6.3522298502638685
4,1.1283706744892137,-0.9330496497465003,-6.28218625394748
5,1.1294439488020585,-1.1855429669486628,-6.291230644389849
6,1.1302411914091974,-1.0158198967117524,-6.362237919124208
7,1.1552964550163414,-0.8213089471780028,-6.292069200283289
8,1.1448846529654628,-1.1470999990077102,-6.2804788453901095
9,1.1277734686530831,-0.9597439192956396,-6.2963644033251205
10,1.1325604893910348,-0.7768576448229245,-6.276741320017601
11,1.168917421536359,-0.9266768153426277,-6.284442435218879
12,1.095468967463194,-1.0627602096822257,-6.322913866479686
13,1.1632346059568919,-0.8190400984990687,-6.344893638891507
14,1.159105331952981,-1.016444699291954,-6.319177340737846
15,1.1435623460791742,-0.9477144913610598,-6.296385087033568
16,1.1221987028371343,-0.8350909855166342,-6.358578143773108
17,1.1409711562271536,-1.1933082565100885,-6.251508327607983
18,1.1299043439389462,-1.4505725192580432,-6.319398997670185
19,1.14433773926117,-1.218134273999977,-6.342847097484644
20,1.1115685053146396,-1.2486634539786194,-6.318670594708833
21,1.1277666861983346,-0.9467645625950575,-6.340994380947962
22,1.1404828859668146,-1.3682200331480558,-6.299200295791678
23,1.1431462431550359,-1.0595849065044065,-6.369898360068253
24,1.131827226429993,-0.9657992845975845,-6.289431636783217
25,1.1559344306833508,-1.3185687052866135,-6.258501134558217
26,1.1488345272933695,-1.0173683549318464,-6.351821223567877
27,1.1202109968955438,-1.228588705710226,-6.328262274641224
28,1.1485508378388944,-1.3270133543828877,-6.2981063963395325
29,1.1609143925118104,-1.0462043594963688,-6.248880227660617
30,1.1312571977988515,-1.1445019341652054,-6.3521746012428135
31,1.1578142385612815,-0.8763697728079023,-6.25562293525129
32,1.1482978813034805,-0.9684862048436907,-6.348992493760174
33,1.1316812230503566,-1.0851038106718927,-6.335787998345697
34,1.1389885870471796,-1.439082391283467,-6.26332710447579
35,1.159258687866884,-0.9719622942288904,-6.282233297641017
36,1.1199964008023686,-1.061141374954678,-6.320249720089573
37,1.136225869970575,-1.291078019884508,-6.308281956226744
38,1.1438265012724735,-0.8113085722563893,-6.288020255482012
39,1.1479207059355268,-0.7409279761916725,-6.2721310121267155
40,1.143545800705843,-0.7249337991840846,-6.360201022737332
41,1.1409944247759092,-1.2224724618009348,-6.278623609287406
42,1.1311005630008997,-1.2963839892702511,-6.355560685353908
43,1.1415319502103607,-1.1294498479538035,-6.345790237300567
44,1.1155121168054702,-0.9034057533947374,-6.348221003630733
45,1.136697347567539,-1.0321778772997952,-6.289692271212751
46,1.1332018269896826,-1.2792158447754947,-6.301576444035046
47,1.179277199099566,-1.106475889493238,-6.365769528689163
48,1.1366767802496553,-1.2518774316688706,-6.377589129907439
49,1.1155803791594332,-1.0274544794543146,-6.258476709518892
50,1.1160021828428945,-0.8551974180411815,-6.251647909685097
51,1.1174428832633632,-0.802867603167605,-6.361518110767645
52,1.1473444463713014,-1.2479834679009592,-6.392515454266525
53,1.123369324349778,-0.8904666809664389,-6.328424705144756
54,1.1446652547225868,-1.3585511227646423,-6.3079291623535285
55,1.1337514748722108,-1.1230106668979782,-6.325115945647574
56,1.1274290765844521,-1.1607380682244002,-6.244415923068201
57,1.1402368596862722,-1.3592935357419174,-6.321478439204355
58,1.1696937560855647,-1.0317588079797948,-6.279921856139711
