,ki,kb,__lnsigma
0,0.947958901584989,-0.7858163285013021,-5.970362445859576
1,0.9281303344554572,-0.7001394509551044,-5.9887525693557375
2,0.9405732069308692,-0.8223617649229682,-5.976440183976234
3,0.9349116325904856,-0.782153986730522,-5.975739395427466
4,0.9480729190237315,-0.7841676514436298,-5.986964045267483
5,0.9597061619048944,-0.9127620574570172,-5.938584289752075
6,0.9355451495513849,-0.7751558167666488,-5.957138183526879
7,0.9168114368542375,-0.6813403901679864,-5.962119413218127
8,0.8985208067152567,-0.7031530498231999,-5.969386187327554
9,0.9213631214004874,-0.7252274345042822,-5.933132502531146
10,0.9089008889860314,-0.7710152824613228,-5.986159784969701
11,0.9165883003344903,-0.8051022325110305,-6.041667090199952
12,0.8997483016668973,-0.5916221934809693,-6.038747737196196
13,0.9354455180587864,-0.7793819860010678,-5.975664662199262
14,0.8981769938664831,-0.6790545518829136,-5.955821777194559
15,0.9196146166058751,-0.7684661637234539,-5.9443700653916975
16,0.9261847248798458,-0.6758481990483663,-5.941575045415725
17,0.9294892689846155,-0.7519681467932463,-5.947703352537482
18,0.9185530443134474,-0.7509960969949782,-5.9601157150660695
19,0.9515050850735218,-0.7473074960310306,-5.976826453962331
20,0.9410844425345877,-0.7069782941394976,-5.996372892871697
21,0.9364607547168159,-0.7243311467721453,-5.997333458097683
22,0.9137976924811397,-0.8108839916945015,-5.906033549743995
23,0.94389663357432,-0.7280753940000635,-5.9258409942500565
24,0.9551031084565559,-0.7385987240796709,-5.991317224434574
25,0.9058135666511108,-0.6100572235588182,-5.956522652372516
26,0.9639019992722746,-0.764973914115814,-5.939937273126105
27,0.9109164905188715,-0.8420974451734305,-5.976153858242124
28,0.9342121484841925,-0.683330004870472,-5.967509253980701
29,0.9405061720931385,-0.7207398646173816,-5.943890194292163
30,0.935978741527595,-0.7173681227203402,-5.989582941915003
31,0.9225901163845592,-0.73592695548447,-6.0164295716829495
32,0.9676002543305561,-0.8608859783447953,-5.949264298934977
33,0.9331717453922738,-0.8660884447455595,-5.945503270419312
34,0.9095996125605849,-0.7140593016160379,-5.922076802744038
35,0.9344386785435791,-0.6424055379250847,-5.968764117885829
36,0.9854147041571333,-0.8177587333351181,-5.902094826613451
37,0.91254214933418,-0.6844425719942843,-5.985415455542764
38,0.9326926209506631,-0.6954075581645326,-5.96390201166923
39,0.9230832805887389,-0.7412479681602339,-5.912259160407374
40,0.9423936505935966,-0.7273626065948794,-5.945810144554508
41,0.9176505719306552,-0.7059927517058562,-5.930731136797686
42,0.9248474519278567,-0.6625030230103054,-5.9958180656811795
43,0.9531517347351718,-0.7174125598784666,-5.972067080091304
44,0.9199786703258144,-0.6389584032910648,-5.941058070408863
45,0.9033670636958492,-0.7485738993608815,-5.983322038757777
46,0.9429628640377147,-0.6712162852434291,-5.989755804449742
