,ki,kb,__lnsigma
0,0.5809170279382936,-0.5572305789164667,-6.127474562492178
1,0.5882465344491892,-0.4947028967525158,-6.192465995283196
2,0.5809152191013986,-0.5530331192436956,-6.154808587123499
3,0.576423782460571,-0.5112038825689225,-6.121081747696159
4,0.5820057684076152,-0.5759731236253616,-6.153196563848126
5,0.5900859671099633,-0.5858811975155698,-6.188715727565631
6,0.585626917153475,-0.8153481332130215,-6.2151122743621485
7,0.5909198592734293,-0.8357078720026272,-6.146667499541254
8,0.5788817878558559,-0.5536007779581957,-6.1648602832375765
9,0.5824678106336447,-0.471145827811342,-6.1653571728070515
10,0.5734698064109044,-0.5444979932683995,-6.11455041023648
11,0.5695897449943303,-0.8333784770670624,-6.183638330794275
12,0.5559131784162117,-0.4207365089049372,-6.20883698916485
13,0.5856152114676442,-0.519940539205222,-6.197808513701021
14,0.58809118709681,-0.44735824329394713,-6.146341432158896
15,0.5786072027938519,-0.751642129658912,-6.158817422576255
16,0.5784102513558758,-0.5945214163622864,-6.178085839136501
17,0.5743523881918576,-0.5898610678188152,-6.143273138174414
18,0.590286418423423,-0.7552067996588777,-6.157204835779927
19,0.5686393208031965,-0.6784902733514067,-6.1766845453685875
20,0.5740369116435605,-0.6813775267781375,-6.176839697043957
21,0.5675977670804885,-0.8131595212544014,-6.2556377789018685
22,0.5530195736968402,-1.0016665077174447,-6.147219088495939
23,0.5693276723231993,-0.6172169634269098,-6.117953271707837
24,0.5853734398587611,-0.5431666939625414,-6.206921470576895
25,0.5843437139967287,-0.6822056283982183,-6.133887232770857
26,0.5820085660078614,-0.7107127542753642,-6.129847365846169
27,0.5795943986802975,-0.45721468930610676,-6.209295194741498
28,0.5923640277762491,-0.5044610400468217,-6.1521397264682935
29,0.5959507961781341,-0.4888634661214585,-6.15137341032955
30,0.5730237982982257,-0.5861990127928852,-6.2543025787027124
31,0.5812560557875764,-0.5468532169359059,-6.169917940848734
32,0.5828984154491454,-0.8126183594611605,-6.229986690866988
33,0.5837823333016404,-0.812350015429828,-6.199448276115691
34,0.585763136396993,-0.6028062111121155,-6.18439000361417
35,0.5681854527819764,-0.7794376994143316,-6.196247691019976
36,0.5983594702453114,-0.6268848691161453,-6.129708151394555
37,0.5780516473087858,-0.6259893679520653,-6.1166738575503246
38,0.5775555896124818,-0.6377183313474467,-6.168486524651899
39,0.5831867755365118,-0.6452948081488838,-6.147662214458046
40,0.5914754430921202,-0.4361652753779186,-6.276648809361322
41,0.5782608044179814,-0.8050229015356812,-6.117584142036851
42,0.5966455271449893,-0.6425359692730643,-6.175019094435042
43,0.5758831897171429,-0.4503198447619567,-6.191711659891051
44,0.5941108551573486,-0.7163947211046717,-6.197680229042061
45,0.5760064735596275,-0.7633943633990408,-6.154828161672077
46,0.5914510457861248,-0.5698021481408078,-6.145041468562464
47,0.5819702812449236,-0.6569132038054124,-6.116255156105371
48,0.5897910727950064,-0.7394705882623652,-6.219752927317965
49,0.568614076992221,-0.9069025453079255,-6.113993921063906
