,ki,kb,__lnsigma
0,0.08614042580080547,-0.0647238732771485,-5.79926749302085
1,0.08694818233114131,-0.07611261125945239,-5.760872653565452
2,0.08443790493737649,-0.07308612678055225,-5.838528157571904
3,0.08459173938591788,-0.06845176577491516,-5.898769093214102
4,0.08494666863276995,-0.07044025874373301,-5.7769145197916165
5,0.0826172113236347,-0.055785939115351554,-5.6919771179059
6,0.08636412466428403,-0.06477711465090563,-5.765222355527699
7,0.08556185274330776,-0.08734417271481995,-5.720011416463983
8,0.08594800710554008,-0.0880360625386468,-5.890399495066032
9,0.0841697044417779,-0.07977403422007809,-5.9002139924888475
10,0.08010190902842129,-0.06603102842225746,-5.807708797626072
11,0.08571763164162748,-0.07416741069716118,-5.788361186973827
12,0.08760612835593626,-0.09776896006803519,-5.732306563759378
13,0.08376398162896044,-0.07080451717422839,-5.823384728895377
14,0.08379177298908193,-0.065712947547037,-5.867151582508418
15,0.08336214736489368,-0.08882273853480895,-5.922685288392795
16,0.08606956652952297,-0.06231766531394721,-5.726435186330994
17,0.08512594975905334,-0.06129016540708011,-5.778944847693471
18,0.0849025052121874,-0.06920224637544876,-5.836056768307842
19,0.08406272959682848,-0.08312159284416153,-5.786864260367043
20,0.08439283910688476,-0.06595168561989893,-5.7573565786481025
21,0.09069252960959207,-0.06735972603733688,-5.81977165265194
22,0.08853591668092477,-0.06520102290734059,-5.776306720312701
23,0.08731700734703762,-0.060915379643084244,-5.837096532486432
24,0.0889857034217966,-0.09134744207905361,-5.80018721356761
25,0.08416429601866257,-0.05891116511314874,-5.790839461166466
26,0.0831257177060431,-0.0621569949560339,-5.760209702921889
27,0.08719321530131913,-0.08053909642583838,-5.791704523260545
28,0.08566929834022008,-0.08998351378733159,-5.787160768743588
29,0.08534681183299739,-0.0626371496392947,-5.784798424451856
30,0.08580124447254237,-0.07502462147173121,-5.691894539676648
31,0.08704424058776178,-0.06136184326987252,-5.773306285262586
32,0.08382425933657457,-0.06309270902196439,-5.806311442331695
33,0.08112568175372559,-0.05420525822797969,-5.797101508566263
34,0.08691220485484658,-0.07166869860322767,-5.688502422932626
35,0.08349820689996297,-0.06131632158372256,-5.856796024467503
36,0.08640430437194382,-0.06600174862540653,-5.765140526729677
37,0.08381959115043616,-0.06688410646532732,-5.813609303274044
38,0.08675230194269992,-0.06670456525206465,-5.777922063223092
39,0.0874104611857252,-0.07113073131681423,-5.811108347034468
40,0.08252571365023204,-0.06799224824356175,-5.7953506933896035
41,0.08524895458018326,-0.0801788954675745,-5.771342521816975
42,0.08778407111701006,-0.06476485419074518,-5.762461203197241
43,0.08370063344278701,-0.0703381299708211,-5.8514421091462125
44,0.0876878557751587,-0.07700779018225733,-5.79589942125743
45,0.08889787228627304,-0.0870875005094325,-5.725789291670984
46,0.08498009614946933,-0.05888973536934724,-5.7179000518927845
47,0.08372760008261651,-0.06334066286084968,-5.851146202423017
48,0.08578464172789166,-0.08580580915599786,-5.853495797839643
49,0.08471513954843722,-0.07051210973732605,-5.847025646756675
50,0.08561176147551146,-0.06683430540483465,-5.765224556717188
51,0.08745125109812052,-0.08312688921812282,-5.823254782131171
52,0.08625320154101992,-0.06362756614455668,-5.799520153168117
53,0.08712155742519383,-0.08783598739411368,-5.7888167275714215
54,0.08173916727280078,-0.06223110300590686,-5.815666526129825
55,0.08774361466287439,-0.0657719908013931,-5.768279929323187
56,0.08272617029005395,-0.06269119024148374,-5.7913372129031675
57,0.08809727364229167,-0.06831510050918672,-5.832298162578114
58,0.08526924342687729,-0.06207154611600271,-5.782642901400086
59,0.08610157985712917,-0.058158456168956874,-5.739359581690608
60,0.08552820920299806,-0.07152083573228923,-5.728462854048373
61,0.08423707224978697,-0.06468928486975778,-5.830589754777906
62,0.08236431590681109,-0.07095156596593478,-5.751373770575377
