,ki,kb
23406,0.5890319550010611,-0.8925827377275783
17433,0.5822838631271148,-0.6723988621290533
24321,0.5669592837153228,-0.46087447798250525
18851,0.5864932025145477,-0.8800700814073468
19785,0.5794162744537813,-0.5974402217570556
17550,0.5804874010444749,-0.5925590061556982
19175,0.5873408821987288,-0.8840706622082324
23203,0.5687196483584481,-0.41757777667865875
28342,0.5903734326959501,-0.5259413958738853
26040,0.5903037738849978,-0.5978002509488013
25649,0.5912923136991236,-0.5146874425196839
19203,0.5675681583482868,-0.578240752846609
23961,0.5676599849776214,-0.7419066240757782
18295,0.5762701486703331,-0.511184370343031
20097,0.5973451357086005,-0.8764954120024897
23955,0.5876019961830834,-0.5047299349242724
15068,0.5763782405322782,-0.9342148267082769
17775,0.5749392627838744,-0.48138933461313554
17752,0.5776723432146255,-0.6383965508657349
16323,0.5780459399277326,-0.43154537621572986
20979,0.5681744102965969,-0.7588613433518736
22238,0.5630771337343621,-0.4785867091630269
17564,0.5706472147515045,-0.5121062850175332
23854,0.5971740161100858,-0.5892896364664062
21868,0.5864506132289502,-0.6684995368228831
24640,0.5781079116994393,-0.5840516547988228
15453,0.5711992869117899,-0.6186359806407258
17568,0.5874404676416612,-0.7753601399286877
15827,0.5744937375539326,-0.5812399059141812
27057,0.589209355533556,-0.760537496751813
15673,0.5778895973169668,-0.5728348116882105
16313,0.5760818827173162,-0.5177775622316527
20124,0.561666601155087,-0.6298340673483599
16320,0.5795174881200762,-0.720569570613619
22743,0.5663744794284005,-0.627198525389146
18887,0.5755075171546811,-0.6607682760676737
16992,0.5675024812254197,-0.4148549546197155
17965,0.5962514786125234,-0.8601490390194679
17036,0.5892854146478314,-0.4109841212773603
23989,0.5806913292002881,-0.4670721520220393
27111,0.589026405108428,-0.5120433305634344
18031,0.5886150412791786,-0.8113012849765999
25961,0.5806215181856058,-0.6939703923536773
18447,0.5777784456356065,-0.5696453457663205
25174,0.5875846645969343,-0.543965495381039
20853,0.5787466870589295,-0.6695559371720297
19469,0.5765909449326906,-0.4798339233147193
24069,0.594624995004456,-0.5569506454563009
26557,0.5891577540539134,-0.6198281555917524
25362,0.5809759565207635,-0.6119798957878744
20349,0.5815333825761454,-0.7968282009450076
16575,0.5835455858824896,-0.6238599323361315
17674,0.5827254403479939,-0.413503409549389
21655,0.5867882680598999,-0.4523129911482324
16730,0.5753898212320405,-0.7871446011734293
20694,0.5724414926272231,-0.5680107872806822
28251,0.5691778772447277,-0.7676615993200182
19717,0.5799096979797856,-0.6494139747805509
24890,0.5733853311338099,-0.428004766432832
27505,0.588852688649452,-0.8160392311375968
22413,0.5889775665276002,-0.5381980294570071
25882,0.5833477517646397,-0.6906984175558187
24625,0.5643261694210338,-0.8402093537392898
27042,0.5805527384975494,-0.49381725408703037
