tdata,ydata,yerr
0.0,6.292429823902063,0.0
64.54833333333333,7.308418435688795,0.15911908397285268
128.56,7.894769801313701,0.19303312200510714
192.57333333333332,9.564665976383157,0.04223280038850685
256.7216666666667,10.99972302203572,0.04180600741178875
327.175,10.892008566318239,0.0326343032567431
384.9066666666667,11.031717423777309,0.026875338927724535
448.7316666666667,11.090160755403137,0.013650937974476918
512.72,10.98777848383573,0.016210535503244472
1258.2066666666665,10.883263339461477,0.0
