tdata,ydata,yerr
0.0,10.292429823902063,0.0
64.54833333333333,10.371778948082103,0.07180980493802913
128.56,10.573841528402356,0.025595471908543388
192.57333333333332,10.552938590818297,0.06270907723951602
256.7216666666667,10.537581253069334,0.01663707252447555
327.175,10.676223762998415,0.08617165785554182
384.9066666666667,10.982943779036017,0.0012797390414354126
448.7316666666667,11.103100593577839,0.0199077314596936
512.72,11.079780322790583,0.001706399774485945
1258.2066666666665,11.023896554566129,0.03796670923490897
