tdata,ydata,yerr
0.0,3.2924298239020637,0.0
64.54833333333333,4.5266088409186604,0.09001120203408375
128.56,5.465112426741274,0.5535745989660992
192.57333333333332,6.990038279280654,0.1440459478208007
256.7216666666667,9.065126064902802,0.0477784002236028
327.175,10.179385928090614,0.035549330528516165
384.9066666666667,10.47771609724534,0.024742397866081234
448.7316666666667,10.712768522901362,0.023462539378751757
512.72,10.612519311841492,0.07849307572152942
1258.2066666666665,10.137579798388982,0.009100527200047281
