tdata,ydata,yerr
0.0,5.292429823902063,0.0
64.54833333333333,5.512677686432005,0.7522957095546818
128.56,6.557615787010224,0.018770049846478454
192.57333333333332,8.550229182543017,0.004692530058559186
256.7216666666667,10.564598762472285,0.05673680387359603
327.175,10.91483120844776,0.01962333078629186
384.9066666666667,11.01294748697784,0.014504135728757639
448.7316666666667,11.004202315578098,0.030927971737054527
512.72,10.9058726725541,0.04137947039055678
1258.2066666666665,10.504022622028486,0.049911209041576754
