tdata,ydata,yerr
0.0,8.292429823902063,0.0
64.54833333333333,8.888658999150342,0.03341640226464904
128.56,9.482049308459466,0.01535733348303836
192.57333333333332,10.956921643550475,0.006825466854277096
256.7216666666667,10.894496904417462,0.025737670823269276
327.175,10.793110079288184,0.03981528375054655
384.9066666666667,10.952797909150817,0.007252003875508173
448.7316666666667,10.962609510555092,0.028155069437310942
512.72,10.944266042522056,0.02004974409570348
1258.2066666666665,10.728552521383374,0.012797735954271694
