tdata,ydata,yerr
0.0,7.292429823902063,0.0
64.54833333333333,8.138780415190514,0.09960931167767928
128.56,9.141486289147112,0.05716321718300854
192.57333333333332,10.8866761304786,0.027301871683029333
256.7216666666667,10.770642920936716,0.036687064043816164
327.175,10.63242690679159,0.06228254021828494
384.9066666666667,10.767656784253756,0.031141206120271825
448.7316666666667,10.795811855824027,0.020049867807522936
512.72,10.84828266879326,0.020476402695790874
1258.2066666666665,10.676152691269564,0.030501293940305096
