,r,b,tau,kk,__lnsigma
0,0.050952408692973905,508.6289979606054,-520.5709936269009,614.2666792862406,-2.495362680247153
1,0.06546032388451166,324.00633538425427,-160.36781965344704,541.0835458885412,-2.5900588564996996
2,0.09595615404019373,675.2646208457903,131.41850989237025,760.8703164940603,-2.654154061333347
3,0.0505047165133272,418.8468044759745,539.3106225000163,522.4541178083218,-2.4996595711745977
4,0.02819278869617122,882.4036442570002,97.63867570401203,0.750022594254915,-2.5606526558216407
5,0.06053602076776644,716.9473522310216,-569.7210792651365,755.4032391347039,-2.590192706355365
6,0.06515885477448125,636.6865026297494,326.85792380095415,714.0495604981868,-2.5178278577399995
7,0.035838260888861904,429.00470086973496,-688.171899762759,392.4492681810472,-2.4910050576620084
8,0.06943780876758256,718.2477366678852,967.8231839198622,491.9839063126223,-2.474614647676432
9,0.061247918654671524,678.3751857638395,143.43237595234888,605.8055864446416,-2.339780346918629
10,0.062231969344620136,753.3268407300603,536.5488050340751,438.8317813912947,-2.5550150180276976
11,0.018259484601770203,993.2615020621699,-680.4302181310528,228.34632226466994,-2.913543776400945
12,0.08232939295385078,904.9036801534232,269.7755986416327,786.7238356885275,-3.1581108874905355
13,0.08211552682352422,192.27638366094257,-368.82466468706514,490.8797242445021,-2.530675916644266
14,0.06266396792986013,99.12418913096712,-201.3806975464587,110.92274271511192,-2.6515718198088996
15,0.06213285777508974,497.0488093317696,235.81500392280213,938.3623031668136,-2.8188744830782118
16,0.08760973661637583,996.9603580366705,62.10695466366974,647.9113856877516,-2.3981475881190026
17,0.054284302079591895,961.8641378249831,714.0690865001792,14.749668360893054,-2.4393886220755534
18,0.06792766031667372,627.6581348343873,802.3520309623473,115.4692188019703,-2.9675904137396976
19,0.07204133562227273,414.2930127194848,809.7893960722494,728.8189034279937,-2.3096360842424555
20,0.07043309128902132,666.1659058746015,-171.4947301351003,653.3704729238805,-2.337266855400955
21,0.05521988349322904,529.6434011573633,278.688637126967,756.1313576648008,-2.7401034561192783
22,0.054272718666612964,419.41972770685203,427.0847517152713,345.75523868110497,-2.5573531088258736
23,0.06745046239141698,555.7444981243306,656.0189730390166,173.34243396607786,-2.4616329683519864
24,0.06526918117006188,649.3212374986421,603.8820856913536,361.6531292861774,-2.5833673779509767
25,0.06326946776357499,465.4102255063124,682.0412041949652,273.5885426076461,-2.5616561312835273
26,0.07731279429496232,203.14819873130838,143.0208534029955,267.9071274694656,-2.3206229897747024
27,0.07100204066224265,216.29727904963977,63.68101918500639,723.9636477363559,-3.0242121990160076
28,0.07688431588496414,729.6888749023695,-447.8842386127426,518.8073860802908,-2.4458336226500736
29,0.08832715524350163,476.5531789320712,-274.4091838940219,957.537844190414,-2.8163846919433513
30,0.04258738627843037,813.1893736691288,974.2308986235506,600.9216830298656,-2.7445320746943884
31,0.08087818539523459,810.0678292249758,30.19127140057566,664.104321140083,-2.730798078388198
32,0.08593175743858988,814.9726748198048,911.1364749487436,985.0758482632041,-3.48352838032465
33,0.05545859664534812,708.6705040937904,424.60583785047635,470.24760682645405,-2.5620818017269857
34,0.0689020630090375,402.2042460510973,203.79623652075247,537.0666119691359,-2.345531203442484
35,0.0902703961814916,527.9910904734677,144.03529055517512,938.3592356981576,-2.3098490472535977
36,0.067005567676017,810.4511102191245,153.57849942128507,397.1758545931684,-2.25877278047361
37,0.036384799906615285,38.59751475990845,-78.56887261532438,40.73336118166378,-2.5364733410537923
38,0.0347927216863841,701.3172058722698,-26.842967361919193,472.02446312415043,-2.579239884039567
39,0.09470614962838034,458.8960872869686,1.8483193074765154,714.142795903633,-2.3841107618900765
40,0.07918270392152411,663.8238349110699,570.9636300335379,421.37526182225554,-2.5082488849547646
41,0.04337585580491706,198.0565405291527,862.1286626728236,901.8668391672521,-2.9765692904689915
42,0.058836248827270995,645.5896233660119,195.61242162214785,538.2230430889341,-2.6711148220058227
43,0.04202106343679507,811.6071581672758,159.00702525078148,703.5477207864352,-2.550111606795456
44,0.0538809159097233,589.1520591375324,-362.5734127205506,460.2798784032925,-2.4183583279312577
45,0.055092268843571414,665.8816134805104,897.6835834747222,942.1708152935653,-2.7337397364203753
46,0.054128327744954755,622.7753638565496,144.31547336430117,604.975532866581,-2.518891153618121
47,0.0600760290790738,25.971990657198717,-670.778945416741,37.18909246544308,-2.5329483083790416
48,0.04711223956724918,453.80474670755206,-54.91890920316075,351.6455159695498,-2.408121869732655
49,0.051270263914610564,732.2921858769575,752.2628931164014,216.64428098795167,-2.757556246976686
50,0.03885658056137199,939.8795430932603,657.4690740004817,664.7073970373664,-2.640980548775201
51,0.0675394249819722,714.2144728932807,986.3040589480271,363.74060914709185,-2.7864594502268973
52,0.06895956429315528,587.8887132310726,169.02259026699915,404.5633352343636,-2.5878645608542583
53,0.08206606352896294,981.1683977913199,296.52409158612016,591.8490779455464,-3.021496820552564
54,0.030857079861355594,28.208008162711963,880.6485599330106,47.55429864899406,-2.6134246260562306
55,0.09316689526077798,529.4617392335748,297.0117924884114,202.3094813060177,-2.8403780101915945
56,0.0762222472434567,475.12664727157073,-33.50069459143947,511.4844071858425,-2.7094508912358477
